Title,Date,Volume,Issue,StartPage,EndPage,DOI
Review: A Gardener Touched with Genius: The Life of Luther Burbank|Peter Dreyer,1986,19,2,316,317,10.2307/4330981
Review: Mendel|Vitezslav Orel;Stephen Finn,1986,19,2,317,318,10.2307/4330982
Review: The Great Devonian Controversy: The Shaping of Scientific Knowledge among Gentlemanly Specialists|Martin J. S. Rudwick,1986,19,2,318,319,10.2307/4330983
Review: The Correspondence between Albrecht von Haller and Charles Bonnet|Albrecht von Haller;Charles Bonnet;Otto Sonntag,1984,17,1,150,151,10.2307/4330885
Review: The Strategy of Life: Teleology and Mechanics in Nineteenth Century German Biology|Timothy Lenoir,1984,17,1,148,150,10.2307/4330884
Mendelian-Mutationism: The Forgotten Evolutionary Synthesis,2014,47,,501,546,10.1007/s10739-014-9383-2
"Review: Benjamin Smith Barton, Naturalist and Physician in Jeffersonian America|Joseph Ewan;Nesta Dunn Ewan;Victoria C. Hollowell;Eileen P. Duggan;Marshall R. Crosby",2008,41,1,188,191,10.2307/29737538
Review: Saving Nature's Legacy: Origins of the Idea of Biological Diversity|Timothy J. Farnham,2008,41,1,191,193,10.2307/29737539
"Darwin, Malthus, Süssmilch, and Euler: The Ultimate Origin of the Motivation for the Theory of Natural Selection",2013,47,,189,212,10.1007/s10739-013-9366-8
"The Case of Heinrich Wilhelm Poll (1877-1939): A German-Jewish Geneticist, Eugenicist, Twin Researcher, and Victim of the Nazis",2008,41,1,1,35,10.2307/29737530
Freud's 'Lamarckism' and the Politics of Racial Science,2008,41,1,37,80,10.2307/29737531
"Evolutionary Morphology in Belgium the Fortunes of the ""Van Beneden School,"" 1870-1900",2008,41,1,81,118,10.2307/29737532
Quantifying Characters: Polygenist Anthropologists and the Hardening of Heredity,2008,41,1,119,158,10.2307/29737533
The Last Month of Szent-Györgyi in Groningen,2008,41,1,159,165,10.2307/29737534
"Pure Intelligence: On Intelligence Testing, Puritanism, and the Methods and Burdens of History",2008,41,1,167,183,10.2307/29737535
Review: Killing Animals|The Animal Studies Group,2008,41,1,183,185,10.2307/29737536
Review: Cabinets for the Curious: Looking Back at Early English Museums|Ken Arnold,2008,41,1,185,188,10.2307/29737537
Review: A Sand County Almanac: With Essays on Conservation|Aldo Leopold,2002,35,3,618,620,10.2307/4331774
The Institutionalization of Biology in Mexico in the Early 20th Century. The Conflict between Alfonso Luis Herrera (1868-1942) and Isaac Ochoterena (1885-1950),2003,36,2,285,307,10.2307/4331803
"Review: In Nature's Name: An Anthology of Women's Writing and Illustration, 1780-1930|Barbara T. Gates",2002,35,3,611,612,10.2307/4331770
"Review: Has Feminism Changed Science?|Londa Schiebinger Feminism in Twentieth-Century Science, Technology, and Medicine|Elizabeth Lunbeck;Londa Schiebinger;Angela N. H. Creager",2002,35,3,613,615,10.2307/4331771
Limits of Life and Death: Legallois’s Decapitation Experiments,2012,46,,283,313,10.1007/s10739-012-9335-7
Review: Elephant Slaves and Pampered Parrots: Exotic Animals in Eighteenth-Century Paris|Louise E. Robbins,2002,35,3,615,617,10.2307/4331772
"The Statistical Frame of Mind in Systematic Biology from ""Quantitative Zoology to Biometry""",2003,36,2,353,384,10.2307/4331805
Adolf Naef (1883–1949): On Foundational Concepts and Principles of Systematic Morphology,2012,46,,445,510,10.1007/s10739-012-9338-4
"From the Waters of the Empire to the Tanks of Paris: The Creation and Early Years of the Aquarium Tropical, Palais de la Porte Dorée",2013,47,,1,27,10.1007/s10739-013-9362-z
Problems of Individual Development: Descriptive Embryological Morphology in America at the Turn of the Century,1981,14,1,115,128,10.2307/4330777
"Shifting Assumptions in American Biology: Embryology, 1890-1910",1981,14,1,89,113,10.2307/4330776
The Role of the Virus in Origin-of-Life Theorizing,1996,29,1,79,126,10.2307/4331378
Was Darwin Really a Species Nominalist?,1996,29,1,127,144,10.2307/4331379
Review: Suffering Made Real: American Science and the Survivors at Hiroshima|M. Susan Lindee,1995,28,3,555,556,10.2307/4331370
Review: The Evolution of Theodosius Dobzhansky: Essays on His Life and Thought in Russia and America|Mark B. Adams,1995,28,3,557,559,10.2307/4331371
Review: The History of Natural History: An Annotated Bibliography|Gavin Bridson,1995,28,3,559,561,10.2307/4331372
"Review: Nature's Champion: B. W. Wells, Tar Heel Ecologist|James R. Troyers",1995,28,3,561,563,10.2307/4331373
How Did the Effects of Alcohol on Reproduction Become Scientifically Uninteresting?,1996,29,1,1,28,10.2307/4331376
Factors Shaping Ernst Mayr's Concepts in the History of Biology,1996,29,1,29,77,10.2307/4331377
Organizational Levels and Explanation,1969,2,1,199,206,10.2307/4330513
Explanation in the Biological Sciences,1969,2,1,187,198,10.2307/4330512
From Machine-Theory to Entelechy: Two Studies in Developmental Teleology,1969,2,1,165,185,10.2307/4330511
Function and Teleology,1969,2,1,151,164,10.2307/4330510
"Darwin's ""Questions about the Breeding of Animals"" (1839)",1969,2,1,269,281,10.2307/4330517
Essay Review: What Philosophy of Biology Is Not,1969,2,1,241,268,10.2307/4330516
"Organism, Environment, and Intelligence as a System",1969,2,1,225,239,10.2307/4330515
Commentary: Part I,1969,2,1,207,221,10.2307/4330514
Review: Vitalisms from Haller to the Cell Theory|François Duchesneau;Guido,2000,33,1,197,199,10.2307/4331572
"Review: Georges Cuvier, Fossil Bones, and Geological Catastrophes: New Translations and Interpretations of the Primary Texts|Martin J. S. Rudwick",2000,33,1,199,202,10.2307/4331573
Review: Félix d'Herelle and the Origins of Molecular Biology|William C. Summers,2000,33,1,191,194,10.2307/4331570
Review: Die werdende Form: Eine Geschichte der kausalen Morphologie|Reinhard Mocek,2000,33,1,194,197,10.2307/4331571
Review: Debating Darwin: Adventures of a Scholar|John C. Greene,2000,33,1,207,210,10.2307/4331576
Review: A Little Corner of Freedom: Russian Nature Protection from Stalin to Gorbachev|Douglas R. Weiner,2000,33,1,210,213,10.2307/4331577
Review: Where Worlds Collide: The Wallace Line|Penny van Oosterzee,2000,33,1,202,205,10.2307/4331574
Review: Lamarck's Signature: How Retrogenes Are Changing the Natural Selection Paradigm|Edward J. Steele;Robyn A. Lindley;Robert V. Blanden,2000,33,1,205,207,10.2307/4331575
Review: Images of Animals: Anthropomorphism and Animal Mind|Eileen Crist,2000,33,1,213,215,10.2307/4331578
"Review: The Book of Nature: Natural History in the United States, 1825-1875|Margaret Welch",2000,33,1,215,217,10.2307/4331579
"Labor and the Human Relationship with Nature: The Naturalization of Politics in the Work of Thomas Henry Huxley, Herbert George Wells, and William Morris",2003,36,2,249,284,10.2307/4331802
Review: Picturing Tropical Nature|Nancy Leys Stepan,2002,35,3,620,622,10.2307/4331775
Review: Biology: Scientific Process and Social Issues|Garland Allen;Jeffrey Baker,2002,35,3,622,623,10.2307/4331776
Geoffroy's Giraffe: The Hagiography of a Charismatic Mammal,2003,36,2,225,247,10.2307/4331801
Escaping Darwin's Shadow,2003,36,2,385,403,10.2307/4331806
"Review: Science, History and Social Activism: A Tribute to Everett Mendelsohn|Garland E. Allen;Roy M. MacLeod",2003,36,2,405,406,10.2307/4331807
C. D. Darlington and the British and American Reaction to Lysenko and the Soviet Conception of Science,2003,36,2,309,352,10.2307/4331804
Review: Zoo and Aquarium History: Ancient Animal Collections to Zoological Gardens|Vernon N. Kisling Jr.,2002,35,3,617,618,10.2307/4331773
"Review: Making Genes, Making Waves: A Social Activist in Science|Jon Beckwith",2003,36,2,407,408,10.2307/4331808
"Review: Making Sense of Life: Explaining Biological Development with Models, Metaphors, and Machines|Evelyn Fox Keller",2003,36,2,408,411,10.2307/4331809
Lives of the Cell,2003,36,1,1,37,10.2307/4331779
Review: Species: New Interdisciplinary Essays|Robert A. Wilson,2000,33,2,404,407,10.2307/4331598
"Review: The Great Herbal of Leonhart Fuchs: De Historia Stirpium Commentarii Insignes, 1542|Frederick G. Meyer;Emily Emmart Trueblood;John L. Heller",2000,33,2,407,409,10.2307/4331599
Review: Kindred Nature: Victorian and Edwardian Women Embrace the Living World|Barbara T. Gates,2000,33,2,394,397,10.2307/4331594
"Review: ""Almost a Man of Genius"": Clémence Royer, Feminism, and Nineteenth-Century Science|Joy Harvey",2000,33,2,397,399,10.2307/4331595
Review: The Darwinian Revolution: Science Red in Tooth and Claw|Michael Ruse,2000,33,2,399,401,10.2307/4331596
"Review: Welträtsel und Lebenswunder: Ernst Haeckel-Werk, Wirkung, und Folgen|Erika Krausse;Erna Aescht;Gerhard Aubrecht",2000,33,2,401,404,10.2307/4331597
Review: Reel Nature: America's Romance with Wildlife on Film|Gregg Mitman,2000,33,2,385,387,10.2307/4331590
Review: What Is Nature?: Coral Reef Crisis|Jan Sapp,2000,33,2,387,390,10.2307/4331591
"Review: Making Salmon: An Environmental History of the Northwest Fisheries Crisis|Joseph E. Taylor, III",2000,33,2,390,392,10.2307/4331592
Review: Life in the Treetops: Adventures of a Woman in Field Biology|Margaret D. Lowman,2000,33,2,392,394,10.2307/4331593
Race Hygiene and Nazi Medicine,1989,22,3,501,505,10.2307/4331110
Review: Science as a Process: An Evolutionary Account of the Social and Conceptual Development of Science|David L. Hull,1989,22,3,507,509,10.2307/4331111
Review: Inventing Canada: Early Victorian Science and the Idea of a Transcontinental Nation|Suzanne Zeller,1989,22,3,509,510,10.2307/4331112
"Review: The Launching of American Science, 1846-1876|Robert V. Bruce",1989,22,3,510,511,10.2307/4331113
"Review: Race, Racism, and Science: Social Impact and Interaction|John P. Jackson, Jr.;Nadine M. Weidman",2005,38,3,627,630,10.2307/4331978
The Interaction of Science and World View in Sir Julian Huxley's Evolutionary Biology,1990,23,1,39,55,10.2307/4331117
Sewall Wright's Place in Twentieth-Century Biology,1990,23,1,57,89,10.2307/4331118
"Isaac Sprague, ""Delineator and Naturalist""",1990,23,1,91,126,10.2307/4331119
"Review: The Fire Ant Wars: Nature, Science, and Public Policy in Twentieth-Century America|Joshua Blu Buhs",2005,38,3,620,622,10.2307/4331974
"Review: Protection des cultures, construction de la nature. Agriculture, foresterie et entomologie au Canada 1884-1959|Stéphane Castonguay",2005,38,3,622,624,10.2307/4331975
Review: Darwin's Other Islands|Patrick Armstrong,2005,38,3,617,618,10.2307/4331972
"Review: Nature's Experts: Science, Politics, and the Environment|Stephen Bocking",2005,38,3,618,620,10.2307/4331973
What Made Ernst Unique?,2005,38,3,609,614,10.2307/4331970
Review: Ocean Flowers: Impressions from Nature|Carol Armstrong;Catherine de Zegher,2005,38,3,615,616,10.2307/4331971
Review: Historical Writing on American Science: Perspectives and Prospects|Sally Gregory Kohlstedt;Margaret W. Rossiter,1988,21,2,353,354,10.2307/4331059
Models for Cardiac Structure and Function in Aristotle,1972,5,2,355,388,10.2307/4330581
Review: The Conquest of Smallpox: The Impact of Inoculation on Smallpox Mortality in Eighteenth Century Britain|Peter Razzell,1979,12,1,,,10.2307/4330733
"Review: The Spirit of System: Lamarck and Evolutionary Biology|Richard W. Burkhardt, Jr.",1979,12,1,203,204,10.2307/4330732
"The J. H. B. Archive Report: The Joseph Erlanger Collection at Washington University School of Medicine, St. Louis",1979,12,1,193,201,10.2307/4330731
The Inspiration of Lamarck's Belief in Evolution,1972,5,2,413,438,10.2307/4330583
"Review: Theophrastus: ""De Causis Plantarum,"" Vol. I|Benedict Einarson;Theophrastus;George K. K. Link",1979,12,1,207,209,10.2307/4330736
Review: Insects and History|J. L. Cloudsley-Thompson,1979,12,1,206,207,10.2307/4330735
The Ship as Laboratory: Making Space for Field Science at Sea,2013,47,,333,362,10.1007/s10739-013-9367-7
"Review: The Baltimore Case: A Trial of Politics, Science, and Character|Daniel J. Kevles",2000,33,2,417,420,10.2307/4331604
"Review: When All the Gods Trembled: Darwinism, Scopes, and American Intellectuals, American Intellectual Culture|Paul K. Conkin Rocks of Ages: Science and Religion in the Fullness of Life, Library of Contemporary Thought|Stephen Jay Gould",2000,33,2,420,422,10.2307/4331605
Review: The Formative Years of Plant Pathology in the United States|C. Lee Campbell;Paul D. Peterson;Clay Smith,2000,33,2,422,424,10.2307/4331606
"Review: To Be an Invalid: The Illness of Charles Darwin|Ralph Colp, Jr.",1979,12,1,209,210,10.2307/4330738
"Review: Wonders and the Order of Nature, 1150-1750|Katherine Park;Lorraine Datson",2000,33,2,409,411,10.2307/4331600
Review: Biology and Epistemology|Richard Creath;Jane Maienschein,2000,33,2,411,414,10.2307/4331601
"Review: Walter B. Cannon, Science and Society|Elin L. Wolfe;A. Clifford Barger;Saul Benison",2000,33,2,414,415,10.2307/4331602
Review: Histoire de la Neurotransmission|Jean-Claude Dupont,2000,33,2,415,417,10.2307/4331603
The Interface of Natural Theology and Science in the Ethology of W. H. Thorpe,1990,23,1,1,38,10.2307/4331116
Review: Darwin's Laboratory: Evolutionary Theory and Natural History in the Pacific|Roy MacLeod;Philip F. Rehbock;Darwin,1998,31,3,452,454,10.2307/4331500
Review: Thinking with Animals: New Perspectives on Anthropomorphism|Lorraine Daston;Gregg Mitman,2005,38,3,624,626,10.2307/4331976
"Review: Reef Madness: Charles Darwin, Alexander Agassiz, and the Meaning of Coral|David Dobbs",2005,38,3,626,627,10.2307/4331977
"Wallace's Annotated Copy of Darwin's ""Origin of Species""",1988,21,2,265,289,10.2307/4331053
The Plymouth Laboratory and the Institutionalization of Experimental Zoology in Britain in the 1920s,2009,42,1,151,183,10.2307/40271535
Scientific Discrimination and the Activist Scientist: L. C. Dunn and the Professionalization of Genetics and Human Genetics in the United States,2009,42,1,33,72,10.2307/40271532
"Identification Keys, the ""Natural Method,"" and the Development of Plant Identification Manuals",2009,42,1,73,117,10.2307/40271533
Review: The Cultural Meaning of Popular Science: Phrenology and the Organization of Consent in Nineteenth-Century Britain|Roger Cooter,1988,21,2,351,352,10.2307/4331057
"The 'Initial Discourse' to Buffon's ""Histoire Naturelle"": The First Complete English Translation",1976,9,1,133,181,10.2307/4330647
Two Darwins: History versus Criticism,1976,9,1,121,132,10.2307/4330646
The Type-Concept in Zoology during the First Half of the Nineteenth Century,1976,9,1,93,119,10.2307/4330645
Critical Teleology: Immanuel Kant and Claude Bernard on the Limitations of Experimental Biology,1976,9,1,59,91,10.2307/4330644
Edmund B. Wilson as a Preformationist: Some Reasons for His Acceptance of the Chromosome Theory,1976,9,1,29,57,10.2307/4330643
"The Influence of Karl Ernst von Baer's Embryology, 1828-1859: A Reappraisal in Light of Richard Owen's and William B. Carpenter's ""Palaeontological Application of 'Von Baer's Law' """,1976,9,1,1,28,10.2307/4330642
"Review: Charles Darwin, 1809 1882: A Centennial Commemorative|Cleveland T. Duval;Roger C. Chapman",1984,17,2,300,301,10.2307/4330901
"The Power of Exercise and the Exercise of Power: The Harvard Fatigue Laboratory, Distance Running, and the Disappearance of Work, 1919–1947",2014,48,,391,423,10.1007/s10739-014-9392-1
Review: Keywords and Concepts in Evolutionary Developmental Biology|Brian Hall;Wendy Olson,2007,40,4,776,777,10.2307/29737523
Review: American Perceptions of Immigrant and Invasive Species: Strangers on the Land|Peter Coates,2007,40,4,773,775,10.2307/29737522
Review: Six Legs Better: A Cultural History of Myrmecology|Charlotte Sleigh,2007,40,4,770,772,10.2307/29737521
Review: Making Parents: The Ontological Choreography of Reproductive Technologies|Charis Thompson,2007,40,4,768,770,10.2307/29737520
"Review: World as Laboratory: Experiments with Mice, Mazes, and Men|Rebecca Lemov",2007,40,4,784,787,10.2307/29737527
Review: The Reluctant Mr. Darwin: An Intimate Portrait of Charles Darwin and the Making of His Theory of Evolution|David Quammen,2007,40,4,782,784,10.2307/29737526
"Review: Seafaring Scientist: Alfred Goldsborough Mayor, Pioneer in Marine Biology|Lester D. Stephens;Dale R. Calder",2007,40,4,779,782,10.2307/29737525
Review: The Counter-Creationism Handbook|Mark Isaak,2007,40,4,777,779,10.2307/29737524
August Weismann on Germ-Plasm Variation,2001,34,3,517,555,10.2307/4331686
Peter Chalmers Mitchell and Antiwar Evolutionism in Britain during the Great War,1989,22,2,325,356,10.2307/4331097
